0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
404.80475,424.67017,0.97266996,419.07764,409.10382,0.9755049,389.42657,408.59003,0.9782047,439.78766,416.70404,0.9934555,365.16693,415.28455,0.9615327,462.57172,504.46216,0.9553286,330.503,497.4029,0.9575631,482.1953,597.6963,0.9230045,278.68365,586.59595,0.974419,481.3919,618.86304,1.000448,349.28436,528.1333,0.9795242,444.13617,704.297,0.89026195,365.4145,701.2042,0.8715904,453.19562,878.4182,0.9707714,355.71564,881.02893,0.9439032,415.72638,1009.2698,0.9555437,342.77777,1082.4292,0.9341563
403.124,423.22653,0.9572233,417.33835,407.80704,0.9611751,388.77402,407.8729,0.955963,438.5316,412.22635,1.0013832,364.71335,412.87234,0.9682493,460.37717,504.88522,0.9405819,325.88144,497.95474,0.9749956,485.02524,601.8502,0.9575353,276.62717,589.5304,0.9952709,479.32205,620.3744,1.0023491,347.79532,527.2323,0.97096807,442.34494,703.9989,0.9051837,363.17172,702.08044,0.8823197,452.5706,878.1388,0.9591564,353.5024,884.5897,0.9379403,415.46896,1008.8656,0.95597994,341.79977,1084.3683,0.9360887
403.8418,421.6559,0.9729314,417.89746,406.6746,0.9772305,389.51215,406.25925,0.97310686,436.82758,412.379,0.9948778,363.17163,411.6523,0.958936,459.19617,502.7305,0.9540658,324.53772,497.77902,0.97657984,483.12494,600.05444,0.95915186,276.62402,589.79504,0.99873626,476.8733,618.6699,0.9868835,346.39392,529.3882,0.967677,441.17383,702.4784,0.90786207,361.93958,700.9646,0.8850168,452.667,877.7981,0.9675374,351.81873,885.4354,0.92359257,416.0885,1008.83887,0.9641977,341.08008,1083.3982,0.93682224
402.7694,420.66125,0.9796981,416.5393,405.64075,0.9823794,388.33765,405.3459,0.98182327,434.89062,412.36438,0.9882175,361.6604,411.41553,0.9613242,457.7511,500.85046,0.9723035,322.91443,496.20032,0.96666193,482.7251,598.39124,0.9632404,275.338,590.23535,0.9952017,476.35803,618.01917,0.9616549,344.5191,527.7521,0.9787767,440.68774,701.81433,0.8979184,360.4204,700.3513,0.8795134,452.74866,877.4972,0.95667255,350.5667,886.94055,0.92470086,417.26587,1006.10583,0.96718013,340.22815,1082.2313,0.9185025
400.7234,418.61658,0.98422074,414.04596,403.3673,0.98180264,386.0548,403.5843,0.990663,432.67236,410.2149,0.9760734,359.599,410.826,0.9629608,457.20447,500.35797,0.9676137,321.7506,496.24933,0.9653234,482.93115,598.67926,0.9618602,274.0097,590.7944,0.99944186,474.21088,618.0319,0.97640896,342.0708,529.3858,0.98556334,440.27954,700.6237,0.8958236,359.58942,699.1606,0.8848921,452.80994,878.467,0.9609306,349.51215,887.2946,0.91941476,418.17175,1007.42303,0.97148323,340.08856,1084.3674,0.93404305
399.6805,417.55652,0.963339,413.1163,401.97906,0.95673776,384.62534,402.4973,0.97163177,431.19687,408.7223,0.97204447,357.80344,409.76868,0.98739004,457.15146,501.25293,0.9699161,321.9927,497.62207,0.9764652,481.53342,597.13794,0.94773805,272.50803,591.0735,0.9969107,474.10214,616.1941,0.99330616,342.1747,533.18274,0.9594156,441.34293,701.9801,0.8992141,358.97763,699.7615,0.8768954,453.9918,880.234,0.9668017,347.9573,886.83997,0.9242141,419.3253,1004.3739,0.96865654,341.92587,1081.9004,0.93126506
395.6312,413.8932,0.9585235,408.64023,398.4973,0.979095,380.8254,399.3145,0.9708971,428.74045,407.9897,0.9697161,355.54776,410.10254,0.95866966,456.45297,499.9121,0.97103155,321.9249,497.45245,0.97178113,483.33627,597.6152,0.9527062,270.00656,591.58246,0.9829742,473.5928,617.16766,0.97651184,341.6301,535.5905,0.928442,440.25058,700.70917,0.88945854,358.21133,699.2059,0.8955147,455.53867,881.30853,0.94720066,347.5104,890.9616,0.9304894,420.8309,1003.7138,0.95974755,340.13437,1083.2532,0.934499
396.2177,411.0511,0.9849845,409.34937,396.2002,0.9621891,380.58136,397.0827,0.96719754,428.26898,408.52557,0.9888414,354.50604,410.3601,0.9784701,456.78705,500.94922,0.96182156,320.8271,497.64294,0.974103,483.61493,594.916,0.9498532,266.7929,591.8092,0.96592987,474.206,614.20654,0.9933838,335.302,542.0001,0.924683,440.25946,701.6832,0.87761337,357.7431,700.31714,0.881209,456.54645,883.3762,0.94948244,346.7829,891.7562,0.92417824,421.7022,1003.1843,0.95792854,339.6595,1085.8888,0.93179715
394.07434,408.60126,0.9763757,406.91516,393.91498,0.9858316,377.84302,395.55048,0.9571377,426.52826,407.4143,0.98198366,352.98267,411.00854,0.977962,457.49164,502.46747,0.9486726,320.2453,498.53937,0.98149526,485.0893,599.0855,0.9326961,263.72693,594.41705,1.0012445,476.2835,613.57806,0.9983027,330.43445,543.19037,0.8883989,440.6289,701.6165,0.876335,358.1482,700.28436,0.8891065,456.66144,883.30707,0.9218626,347.22864,890.211,0.92783797,423.30273,1003.4495,0.9478195,338.75244,1084.9036,0.9288418
391.40616,410.18683,0.97068584,404.4661,394.03015,0.99660075,375.1793,396.8864,0.95933104,425.55746,406.41095,0.979982,352.2405,412.60706,0.9807886,458.88937,503.77112,0.93860495,316.7618,498.7755,0.9533465,487.3093,595.7034,0.9239315,264.46133,595.5142,1.0010123,482.05075,610.9681,0.98520017,315.38748,543.9825,0.9272048,442.21103,700.0643,0.89258564,357.9357,699.3255,0.88184726,457.84897,886.3592,0.9434022,348.04306,887.6944,0.94349647,425.1205,1004.66705,0.9485295,339.30942,1084.992,0.92854166
390.17154,406.94598,0.966964,402.88602,392.74445,1.000688,374.18887,394.7265,0.9777845,423.20956,406.73456,0.97587705,351.80533,412.25226,0.9762909,460.73508,503.51245,0.96100014,318.7526,502.03088,0.97237283,489.75723,596.1189,0.93741477,260.9775,599.1074,0.9896785,491.43277,610.0941,0.9838904,307.79288,547.69714,0.95188075,443.01132,699.83374,0.8753737,359.4825,699.1388,0.868366,458.99307,885.3921,0.9402435,349.798,883.77844,0.9350676,426.50076,1006.37244,0.96619284,339.07913,1083.5148,0.93578553
389.15845,408.2986,0.97216165,401.88586,393.6871,0.98015887,373.02197,396.33334,0.98254883,423.8853,408.56412,0.96749747,351.80164,415.20718,0.9738147,462.0194,506.09567,0.926584,319.2312,503.62076,0.93145514,486.1372,599.9326,0.8558353,262.00867,604.9321,0.9999636,494.9884,611.2969,0.9652482,298.7434,544.6378,0.95713395,443.39984,700.1605,0.8880504,359.83856,700.08276,0.8978281,459.80664,889.1112,0.9322612,349.99103,888.4408,0.90101665,427.95764,1008.7611,0.95588386,338.07312,1084.6934,0.9280842
388.72708,408.28568,0.96667296,401.3583,394.84158,0.9811088,372.31345,397.53586,0.96671987,424.00015,411.51382,0.9615799,352.6857,418.1382,0.96658766,463.33737,508.44315,0.95372295,325.89737,505.5939,0.9547035,490.75345,614.0482,0.87964654,265.92154,608.49084,1.0017776,503.4409,607.2405,0.93811375,291.49454,544.44934,0.94570553,444.2349,702.9415,0.8866862,359.90335,703.60974,0.86965835,459.6254,891.5011,0.93415,350.44424,888.5084,0.9357625,429.78738,1012.3021,0.9626886,336.91653,1087.6105,0.94676363
