6+,0,200,
194-left_mirrored.mov,1080,1920,51.0
93-left.mp4,1920,1080,52.0
175-left_mirrored.mov,1080,1920,58.0
141-right_mirrored.mov,1080,1920,52.0
135-right.mov,1920,1080,56.0
5-left_mirrored.mp4,1920,1080,48.0
19-right.mp4,1280,720,48.0
173-left.mov,1080,1920,58.0
79-right_mirrored.mp4,1920,1080,54.0
7-left.mp4,1920,1080,50.0
186-right_mirrored.mov,1920,1080,57.0
136-right_mirrored.mov,1080,1920,54.0
68-right_mirrored.mp4,1920,1080,51.0
288-right_mirrored.mov,1080,1920,52.0
166-left_mirrored.mov,1080,1920,46.0
82-left_mirrored.mp4,1920,1080,50.0
87-left.mov,960,982,43.0
165-left_mirrored.mov,1080,1920,49.0
137-right.mov,1080,1920,57.0
167-left_mirrored.mov,1080,1920,44.0
138-right.mov,1080,1920,58.0
92-left.mp4,1920,1080,52.0
135-right_mirrored.mov,1920,1080,56.0
61-right.mp4,1920,1080,35.0
13-right_mirrored.mp4,1920,1080,37.0
225-left.mov,1080,1920,63.0
259-right.mov,1080,1920,47.0
191-left.mov,1080,1920,52.0
88-left_mirrored.mov,960,982,44.0
172-right_mirrored.mov,1080,1920,55.0
117-right_mirrored.mp4,886,1920,51.0
134-right.mov,1920,1080,57.0
13-right.mp4,1920,1080,37.0
190-left_mirrored.mov,1080,1920,48.0
10-left.mp4,1920,1080,50.0
180-left.mov,1080,1920,63.0
167-left.mov,1080,1920,44.0
73-left.mp4,1080,1226,50.0
277-right_mirrored.mov,1080,1920,44.0
139-right_mirrored.mov,1080,1920,57.0
274-right.mov,1080,1920,46.0
89-right_mirrored.mp4,1080,1914,49.0
272-right.mov,1080,1920,52.0
252-right_mirrored.mov,1080,1920,47.0
47-right_mirrored.mp4,1080,1720,53.0
272-right_mirrored.mov,1080,1920,52.0
289-right_mirrored.mov,1080,1920,49.0
163-right.mov,1080,1920,50.0
309-right.mov,1080,1920,41.0
2-left.mp4,1920,1080,50.0
168-left_mirrored.mov,1080,1920,46.0
164-right_mirrored.mov,1080,1920,49.0
1-left.mp4,1920,1080,50.0
281-left_mirrored.mov,1080,1920,48.0
274-right_mirrored.mov,1080,1920,46.0
222-left.mov,1080,1920,43.0
6-left_mirrored.mp4,1920,1080,46.0
169-left.mov,1080,1920,51.0
309-right_mirrored.mov,1080,1920,41.0
47-right.mp4,1080,1720,53.0
10-left_mirrored.mp4,1920,1080,50.0
56-left_mirrored.mp4,1920,1080,59.0
253-right_mirrored.mov,1080,1920,52.0
92-left_mirrored.mp4,1920,1080,52.0
136-right.mov,1080,1920,53.0
86-left.mov,960,982,48.0
175-left.mov,1080,1920,58.0
20-left.mp4,1920,1080,45.0
310-left_mirrored.mov,1080,1920,37.0
163-right_mirrored.mov,1080,1920,50.0
61-right_mirrored.mp4,1920,1080,35.0
48-left.mp4,1920,1080,49.0
89-right.mp4,1080,1914,49.0
171-right.mov,1920,1080,56.0
82-left.mp4,1920,1080,50.0
182-left_mirrored.mov,1080,1920,58.0
181-left.mov,1080,1920,63.0
86-left_mirrored.mov,960,982,48.0
185-right_mirrored.mov,1920,1080,50.0
281-left.mov,1080,1920,47.0
18-right.mp4,1920,1080,52.0
288-right.mov,1080,1920,52.0
196-left_mirrored.mov,1920,1080,53.0
192-left.mov,1080,1920,52.0
276-right.mov,1080,1920,45.0
205-right_mirrored.mp4,1920,1080,24.0
273-right_mirrored.mov,1080,1920,51.0
189-right_mirrored.mov,1920,1080,53.0
84-left_mirrored.mov,886,1920,51.0
164-right.mov,1080,1920,49.0
149-right.mov,1920,1080,59.0
258-right_mirrored.mov,1080,1920,50.0
170-right_mirrored.mov,1920,1080,50.0
62-right_mirrored.mp4,1920,1080,54.0
1-left_mirrored.mp4,1920,1080,50.0
249-right.mov,1080,1920,56.0
289-right.mov,1080,1920,49.0
94-left_mirrored.mp4,1920,1080,41.0
50-left_mirrored.mp4,1920,1080,57.0
248-right_mirrored.mov,1080,1920,56.0
300-right.mov,1080,1920,48.0
48-left_mirrored.mp4,1920,1080,49.0
44-right_mirrored.mp4,1920,1080,41.0
19-right_mirrored.mp4,1280,720,48.0
182-left.mov,1080,1920,58.0
97-left.mov,886,1920,55.0
118-left.mp4,886,1920,59.0
194-left.mov,1080,1920,51.0
279-right.mov,1080,1920,55.0
278-right.mov,1080,1920,53.0
14-right_mirrored.mp4,1280,720,32.0
133-right_mirrored.mov,1920,1080,51.0
173-left_mirrored.mov,1080,1920,58.0
276-right_mirrored.mov,1080,1920,45.0
67-left.mov,886,1920,50.0
46-left_mirrored.mov,886,1920,48.0
94-left.mp4,1920,1080,41.0
67-left_mirrored.mov,886,1920,50.0
8-left_mirrored.mp4,1920,1080,52.0
253-right.mov,1080,1920,52.0
79-right.mp4,1920,1080,54.0
138-right_mirrored.mov,1080,1920,58.0
12-left_mirrored.mp4,1920,1080,51.0
50-left.mp4,1920,1080,57.0
260-left_mirrored.mov,1080,1920,48.0
243-right_mirrored.mov,1080,1920,49.0
181-left_mirrored.mov,1080,1920,63.0
170-right.mov,1920,1080,50.0
45-right_mirrored.mp4,1234,1080,52.0
62-right.mp4,1920,1080,54.0
56-left.mp4,1920,1080,59.0
183-left_mirrored.mov,1080,1920,55.0
93-left_mirrored.mp4,1920,1080,52.0
279-right_mirrored.mov,1080,1920,55.0
160-right.mp4,1080,1920,56.0
273-right.mov,1080,1920,51.0
172-right.mov,1080,1920,55.0
222-left_mirrored.mov,1080,1920,43.0
14-right.mp4,1280,720,32.0
174-left_mirrored.mov,1920,1080,42.0
134-right_mirrored.mov,1920,1080,57.0
148-right.mov,1920,1080,62.0
302-right.mov,1080,1920,47.0
137-right_mirrored.mov,1080,1920,57.0
20-left_mirrored.mp4,1920,1080,45.0
68-right.mp4,1920,1080,51.0
73-left_mirrored.mp4,1080,1226,50.0
76-right_mirrored.mp4,1920,1080,53.0
11-left_mirrored.mp4,1920,1080,49.0
44-right.mp4,1920,1080,41.0
166-left.mov,1080,1920,46.0
71-right.mp4,1920,1080,46.0
224-left.mov,1080,1920,54.0
84-left.mov,886,1920,51.0
139-right.mov,1080,1920,57.0
174-left.mov,1920,1080,42.0
191-left_mirrored.mov,1080,1920,52.0
57-right_mirrored.mp4,1080,1920,37.0
72-right.mp4,1920,1080,54.0
205-right.mp4,1920,1080,24.0
187-right_mirrored.mov,1920,1080,50.0
310-left.mov,1080,1920,37.0
102-left_mirrored.mp4,720,1280,58.0
277-right.mov,1080,1920,43.0
193-left.mov,1080,1920,55.0
7-left_mirrored.mp4,1920,1080,50.0
248-right.mov,1080,1920,56.0
71-right_mirrored.mp4,1920,1080,46.0
190-left.mov,1080,1920,48.0
278-right_mirrored.mov,1080,1920,53.0
260-left.mov,1080,1920,48.0
150-right_mirrored.mov,1920,1080,39.0
225-left_mirrored.mov,1080,1920,63.0
226-left.mov,1080,1920,54.0
161-right.mov,1080,1920,47.0
180-left_mirrored.mov,1080,1920,62.0
69-right_mirrored.mp4,1920,1080,50.0
57-right.mp4,1080,1920,37.0
97-left_mirrored.mov,886,1920,55.0
46-left.mov,886,1920,48.0
2-left_mirrored.mp4,1920,1080,50.0
308-right.mov,1080,1920,46.0
69-right.mp4,1920,1080,50.0
72-right_mirrored.mp4,1920,1080,54.0
187-right.mov,1920,1080,50.0
8-left.mp4,1920,1080,52.0
45-right.mp4,1234,1080,52.0
18-right_mirrored.mp4,1920,1080,52.0
160-right_mirrored.mp4,1080,1920,56.0
165-left.mov,1080,1920,49.0
168-left.mov,1080,1920,46.0
308-right_mirrored.mov,1080,1920,46.0
118-left_mirrored.mp4,886,1920,59.0
302-right_mirrored.mov,1080,1920,47.0
196-left.mov,1920,1080,53.0
252-right.mov,1080,1920,46.0
249-right_mirrored.mov,1080,1920,55.0
11-left.mp4,1920,1080,49.0
76-right.mp4,1920,1080,53.0
169-left_mirrored.mov,1080,1920,51.0
6-,0,211,
291-left_mirrored.mov,1080,1920,46.0
286-right.mov,1080,1920,48.0
188-right.mov,1920,1080,57.0
244-right.mov,1080,1920,49.0
66-right.mp4,1920,1080,49.0
144-right.mov,1080,1920,61.0
80-right.mp4,1920,1080,56.0
54-right_mirrored.mp4,1920,1080,37.0
26-right_mirrored.mp4,886,1920,37.0
306-right.mov,1080,1920,51.0
31-left.mp4,886,1920,43.0
156-right_mirrored.mov,1920,1080,54.0
91-left.mp4,1920,1080,51.0
153-right_mirrored.mov,1920,1080,52.0
204-left.mov,1080,1920,66.0
201-left.mov,1080,1920,51.0
35-right_mirrored.mp4,886,1920,47.0
111-right_mirrored.mp4,1080,2340,56.0
177-left_mirrored.mov,1080,1920,70.0
158-right.mov,1080,1920,55.0
126-right.mp4,886,1920,52.0
283-right_mirrored.mov,1080,1920,44.0
40-right_mirrored.mp4,886,1920,44.0
122-left.mp4,886,1920,37.0
49-right.mov,896,1080,50.0
64-right_mirrored.mp4,1920,1080,51.0
292-left.mov,1080,1920,43.0
83-left.mov,886,1920,53.0
176-left.mov,1080,1920,66.0
77-right_mirrored.mp4,1920,1080,31.0
157-right.mov,1080,1920,54.0
307-right_mirrored.mov,1080,1920,47.0
38-right_mirrored.mp4,886,1920,52.0
262-right.mov,1080,1920,62.0
220-left_mirrored.mov,1920,1080,52.0
239-right.mov,1080,1920,53.0
213-left.mov,1804,1080,55.0
235-right.mov,1080,1920,58.0
36-right_mirrored.mp4,886,1920,51.0
201-left_mirrored.mov,1080,1920,51.0
3-left.mp4,1920,1080,51.0
115-right.mp4,1080,2340,52.0
265-right_mirrored.mov,1080,1920,46.0
290-left.mov,1080,1920,51.0
293-right.mov,1080,1920,37.0
115-right_mirrored.mp4,1080,2340,52.0
30-left.mp4,886,1920,39.0
49-right_mirrored.mov,896,1080,50.0
103-left.mp4,720,1280,54.0
43-left_mirrored.mp4,886,1920,46.0
63-right_mirrored.mp4,1920,1080,51.0
23-left_mirrored.mp4,720,1280,52.0
39-right.mov,886,1920,54.0
33-left.mp4,886,1920,47.0
64-right.mp4,1920,1080,51.0
213-left_mirrored.mov,1804,1080,55.0
34-right_mirrored.mp4,886,1920,45.0
155-right.mov,1920,1080,60.0
75-right.mp4,1920,1080,46.0
107-left_mirrored.mp4,720,1280,47.0
3-left_mirrored.mp4,1920,1080,51.0
257-right.mov,1080,1920,49.0
15-right.mp4,1280,720,28.0
198-left_mirrored.mov,1920,1080,48.0
31-left_mirrored.mp4,886,1920,43.0
131-right.mov,1920,1080,54.0
203-left_mirrored.mov,936,1918,58.0
287-right.mov,1080,1920,46.0
147-right_mirrored.mov,1920,1080,62.0
38-right.mp4,886,1920,52.0
60-left_mirrored.mp4,1280,720,50.0
153-right.mov,1920,1080,52.0
75-right_mirrored.mp4,1920,1080,46.0
16-right_mirrored.mp4,1280,720,45.0
244-right_mirrored.mov,1080,1920,49.0
103-left_mirrored.mp4,720,1280,54.0
41-right_mirrored.mp4,886,1920,48.0
218-left_mirrored.mov,1920,1080,60.0
246-right_mirrored.mov,1080,1920,54.0
30-left_mirrored.mp4,886,1920,39.0
221-left_mirrored.mov,1920,1080,54.0
207-right.mov,1920,1080,54.0
298-right.mov,1080,1920,44.0
212-left.mov,1920,1080,52.0
74-right.mp4,1920,1080,36.0
176-left_mirrored.mov,1080,1920,65.0
15-right_mirrored.mp4,1280,720,28.0
60-left.mp4,1280,720,50.0
77-right.mp4,1920,1080,31.0
83-left_mirrored.mov,886,1920,53.0
218-left.mov,1920,1080,60.0
42-right.mp4,886,1920,46.0
232-right.mov,1080,1920,52.0
216-left.mov,1920,1080,52.0
54-right.mp4,1920,1080,37.0
296-right_mirrored.mov,1080,1920,45.0
286-right_mirrored.mov,1080,1920,48.0
104-left_mirrored.mp4,720,1280,54.0
237-right_mirrored.mov,1080,1920,52.0
85-left_mirrored.mov,960,982,43.0
23-left.mp4,720,1280,52.0
204-left_mirrored.mov,1080,1920,66.0
39-right_mirrored.mov,886,1920,54.0
4-left.mp4,1920,1080,48.0
263-right_mirrored.mov,1080,1920,57.0
107-left.mp4,720,1280,47.0
209-right.mov,1920,1080,57.0
65-right_mirrored.mp4,1920,1080,56.0
268-right.mov,1080,1920,51.0
143-right.mov,1080,1920,63.0
146-right.mov,1080,1920,60.0
120-left.mp4,1080,2340,28.0
37-right_mirrored.mp4,886,1920,45.0
40-right.mp4,886,1920,44.0
305-right_mirrored.mov,1080,1920,42.0
91-left_mirrored.mp4,1920,1080,51.0
211-left_mirrored.mov,1920,1080,48.0
16-right.mp4,1280,720,45.0
178-left.mov,1080,1920,46.0
37-right.mp4,886,1920,45.0
198-left.mov,1920,1080,48.0
28-left_mirrored.mp4,886,1920,50.0
240-left.mov,1080,1920,50.0
78-right.mp4,1920,1080,31.0
264-right_mirrored.mov,1080,1920,46.0
284-right_mirrored.mov,1080,1920,46.0
33-left_mirrored.mp4,886,1920,47.0
101-left_mirrored.mp4,720,1280,57.0
21-left.mp4,1920,1080,54.0
270-left_mirrored.mov,1080,1920,48.0
65-right.mp4,1920,1080,56.0
144-right_mirrored.mov,1080,1920,60.0
195-left.mov,1920,1080,39.0
177-left.mov,1080,1920,70.0
241-left_mirrored.mov,1080,1920,50.0
197-left_mirrored.mov,1920,1080,43.0
242-right_mirrored.mov,1080,1920,56.0
